provider_id,npi,first_name,last_name,provider_type,specialty_code,specialty_name,license_number,credential_status,credential_expiry_date,address_line1,city,state,zip,phone,last_updated_date
P00442,1000000442,Maria,Hardy,DO,NEUR,Neurology,LIC899776,ACTIVE,2027-12-01,6876 Dale Vista,Katherineshire,TX,99273,625-365-2373,2025-10-07
P00443,1000000443,Mark,Benson,MD,CARD,Cardiology,LIC374921,ACTIVE,2026-03-11,734 Phillips Mills Suite 749,Brookeberg,CA,19902,640.435.9544x29477,2025-10-28
P00444,1000000444,Julia,Neal,PA,ONC,Oncology,LIC544150,ACTIVE,2026-10-21,464 Anthony Forest,Eddietown,TX,34503,(788)867-9252x985,2025-09-17
P00445,1000000445,Michelle,Washington,NP,FAMP,Family Practice,LIC182860,ACTIVE,2026-03-27,727 Smith Circles,Jeffreyborough,FL,29901,(249)513-5779,2025-05-23
P00446,1000000446,Judith,Cox,PA,FAMP,Family Practice,LIC714923,ACTIVE,2026-12-01,1581 Tran Place,Port Brianshire,TX,69044,634.623.3720,2025-10-02
P00447,1000000447,Christopher,Lee,DO,ORTH,Orthopedics,LIC160718,ACTIVE,2027-03-24,84033 Brenda Prairie,Marshallside,AZ,07196,913-671-7173x18939,2025-12-24
P00448,1000000448,Ashley,Perkins,MD,DERM,Dermatology,LIC424314,ACTIVE,2027-09-19,739 Gay Glen,Guzmanfort,NY,83224,(558)778-4448,2025-08-21
P00449,1000000449,Joshua,Hoffman,DO,DERM,Dermatology,LIC835575,ACTIVE,2027-12-26,712 Smith Pass Suite 722,Port Ryanport,GA,12896,958.323.1334x845,2025-01-07
P00450,1000000450,Gail,Pennington,NP,NEUR,Neurology,LIC275073,ACTIVE,2027-06-14,252 Katie Turnpike,Port Eric,WA,87348,(958)679-6434,2025-09-25
P00451,1000000451,Nathan,Torres,PA,DERM,Dermatology,LIC385192,ACTIVE,2026-12-10,574 Elliott Track Suite 060,Gomezberg,WA,60386,001-540-533-4450x56658,2025-01-16
P00452,1000000452,Christina,Alexander,NP,DERM,Dermatology,LIC158132,ACTIVE,2027-04-12,13257 Crane Cape Suite 734,Brownton,NY,84338,648-557-4172x15622,2025-09-12
P00453,1000000453,Anna,Gonzales,MD,NEUR,Neurology,LIC701790,ACTIVE,2026-09-19,848 Norris Dam Apt. 557,East Manuel,TX,30343,855.934.4902x166,2025-03-22
P00454,1000000454,Lauren,Decker,MD,PED,Pediatrics,LIC112884,ACTIVE,2026-01-03,509 Forbes Parkways,Kristyfort,GA,37548,001-451-319-1818,2025-09-18
P00455,1000000455,Audrey,Mcdonald,DO,NEUR,Neurology,LIC999138,ACTIVE,2026-06-03,64772 Jones Rue,Shawnchester,AZ,03316,(594)709-6003x5624,2025-07-16
P00456,1000000456,Amanda,Valdez,PA,PED,Pediatrics,LIC855276,ACTIVE,2026-09-12,592 Kendra Ford,Huntertown,TX,70417,+1-402-885-1553x334,2025-06-14
P00457,1000000457,Vickie,Hall,MD,NEUR,Neurology,LIC288056,ACTIVE,2027-05-30,0271 Johnson Ways,South Brandon,CA,57982,(533)369-1128x9812,2025-03-03
P00458,1000000458,Shelia,Yang,NP,ONC,Oncology,LIC911102,INACTIVE,2027-04-22,563 Tracie Union Suite 748,South Allenfurt,IL,55553,(615)754-1643x1670,2025-02-05
P00459,1000000459,Brandon,Boone,MD,DERM,Dermatology,LIC486839,ACTIVE,2027-04-13,028 Donald Mountains,North Caitlynborough,WA,97474,+1-445-296-2622x82251,2025-10-11
P00460,1000000460,Tyler,Torres,PA,PED,Pediatrics,LIC910143,ACTIVE,2027-01-13,9500 Johnson Mountains Apt. 260,Farmerhaven,FL,22749,(910)953-1611,2025-08-26
P00461,1000000461,Tonya,Chase,MD,FAMP,Family Practice,LIC344315,ACTIVE,2027-02-24,90477 Anderson Shoals Suite 917,Goodmanshire,CA,26228,(638)322-3116,2025-01-04
P00462,1000000462,John,King,PA,NEUR,Neurology,LIC990247,ACTIVE,2027-11-05,7988 Wolf Curve Suite 652,Lake Rebeccafurt,WA,83322,7322020326,2025-01-01
P00463,1000000463,Ashley,Webb,DO,DERM,Dermatology,LIC540208,ACTIVE,2027-06-27,96737 Gardner Crest Suite 855,West Matthew,CA,64379,001-587-915-8415x60821,2025-04-16
P00464,1000000464,Maria,Martinez,MD,FAMP,Family Practice,LIC146032,INACTIVE,2026-10-14,54768 Tammy Parkways Apt. 683,Port Erin,AZ,02692,758.592.9880,2025-12-31
P00465,1000000465,Heather,Osborn,MD,NEUR,Neurology,LIC629979,ACTIVE,2026-03-28,2129 Megan Terrace,New Sheri,AZ,80411,(234)306-4686x77524,2025-08-23
P00466,1000000466,John,Peters,MD,DERM,Dermatology,LIC556112,ACTIVE,2027-08-05,99106 Douglas View Apt. 362,Myersborough,NY,33081,(613)742-6192x372,2025-10-31
P00467,1000000467,Alex,Wilson,NP,PED,Pediatrics,LIC939717,ACTIVE,2026-09-25,197 Donna Hills Apt. 897,North Nicole,IL,99362,001-554-306-4176x9274,2025-05-30
P00468,1000000468,Christopher,Dennis,DO,NEUR,Neurology,LIC178315,INACTIVE,2026-10-06,76601 Kirby Street Suite 485,Estradaview,NY,47249,801-673-9739,2025-08-20
P00469,1000000469,Dalton,Norman,DO,DERM,Dermatology,LIC571404,ACTIVE,2026-04-19,996 Williams Coves Apt. 911,West Betty,AZ,93471,+1-266-505-7798x066,2025-03-21
P00470,1000000470,Ashley,Johnson,DO,DERM,Dermatology,LIC573869,ACTIVE,2027-01-02,46074 Cardenas Key Suite 347,West Stephenview,WA,21550,788.756.5271,2025-10-02
P00471,1000000471,Christina,Singh,NP,DERM,Dermatology,LIC966529,ACTIVE,2026-06-11,4116 Howell Route,Port Patrick,CA,35193,001-675-657-5225x013,2025-02-16
P00472,1000000472,Katherine,Medina,MD,PED,Pediatrics,LIC845702,ACTIVE,2026-06-01,131 Jennifer Wells Suite 425,Randyfurt,IL,14083,001-249-991-5370x3824,2025-06-17
P00473,1000000473,Jeffrey,Neal,NP,ONC,Oncology,LIC372804,INACTIVE,2026-02-20,37320 Sanchez Brooks,Masseychester,NY,73419,+1-893-662-8969,2025-09-20
P00474,1000000474,Jasmine,Holden,DO,CARD,Cardiology,LIC199326,ACTIVE,2027-04-09,5535 Jones Square Apt. 538,North Tina,NY,67013,001-278-951-9358x374,2025-07-27
P00475,1000000475,Christine,Crawford,DO,DERM,Dermatology,LIC237064,ACTIVE,2026-03-05,20878 Paula Neck Apt. 151,Ashleytown,AZ,94035,+1-876-426-3748x453,2025-01-07
P00476,1000000476,Katie,Baird,MD,NEUR,Neurology,LIC710610,ACTIVE,2027-10-08,90591 Christina Pines Suite 233,Port Howard,TX,85620,415.311.6966x6725,2025-12-18
P00477,1000000477,Larry,Thompson,PA,CARD,Cardiology,LIC948611,ACTIVE,2026-07-22,7124 Gonzalez Keys Apt. 571,Andrewton,IL,73524,8516208005,2025-02-03
P00478,1000000478,Anthony,Stein,MD,DERM,Dermatology,LIC276149,INACTIVE,2027-04-18,23972 Theresa Court Apt. 959,South Jasmine,AZ,23765,427.309.0814x41529,2025-01-22
P00479,1000000479,Tyler,Munoz,PA,ONC,Oncology,LIC816400,ACTIVE,2026-01-31,8671 Matthew Lakes Apt. 373,Williamston,IL,63471,+1-691-781-5899x88683,2025-09-12
P00480,1000000480,Derek,Gallagher,NP,PED,Pediatrics,LIC567676,INACTIVE,2026-10-09,666 Miller Burg Suite 158,Lynchport,CA,65724,001-240-280-3149x98250,2025-04-06
P00481,1000000481,Tammy,Cruz,PA,PED,Pediatrics,LIC532005,INACTIVE,2026-10-30,068 William Springs Apt. 317,East Jennifer,GA,10064,001-237-539-9006x314,2025-11-28
P00482,1000000482,Donna,Herman,PA,CARD,Cardiology,LIC243902,ACTIVE,2026-10-14,63560 Donald Gateway Suite 694,Lake Jill,FL,36233,(406)566-4374x90607,2025-02-14
P00483,1000000483,Chad,Wilson,NP,CARD,Cardiology,LIC602985,ACTIVE,2028-01-01,1285 Sherry Glens,Mitchellport,GA,37817,001-541-416-3187,2025-07-15
P00484,1000000484,April,Johnson,NP,NEUR,Neurology,LIC507247,ACTIVE,2027-05-30,13062 Kathryn Valley Apt. 369,Samuelberg,CA,58437,+1-408-733-5090x254,2025-10-17
P00485,1000000485,Steven,Valenzuela,MD,NEUR,Neurology,LIC950069,ACTIVE,2026-08-13,6248 Jeffrey Road,West Diane,CA,58024,4717398482,2025-11-02
P00486,1000000486,Brian,Cohen,DO,PSY,Psychiatry,LIC267378,ACTIVE,2027-01-02,809 Jennifer Islands Suite 021,North Patrick,FL,74256,2699130981,2025-09-29
P00487,1000000487,Sharon,Newman,DO,ORTH,Orthopedics,LIC703656,INACTIVE,2026-02-27,967 Felicia Ridge Suite 577,South Amanda,AZ,47704,824.626.4250,2025-10-01
P00488,1000000488,Douglas,Stevens,DO,NEUR,Neurology,LIC721301,ACTIVE,2026-06-30,2536 Stephenson Mount,Wallacefurt,IL,61255,(755)962-8333x393,2025-03-30
P00489,1000000489,Amy,Gallagher,NP,CARD,Cardiology,LIC695225,ACTIVE,2027-12-19,4362 Rodriguez Run Suite 496,East Jeffside,FL,21042,+1-868-562-7036x92492,2025-12-27
P00490,1000000490,Edward,Stewart,DO,PSY,Psychiatry,LIC614259,ACTIVE,2026-11-13,275 Erica Turnpike,North Andrewton,CA,43952,755-932-3415,2025-10-05
P00491,1000000491,Thomas,Padilla,MD,PED,Pediatrics,LIC652021,ACTIVE,2026-08-13,1822 Robert Place Suite 288,Gravesview,IL,90935,812.971.0267,2025-11-05
P00492,1000000492,George,Smith,DO,PED,Pediatrics,LIC941403,INACTIVE,2026-12-15,9927 Tara Skyway Suite 515,East Dennisport,IL,89285,(821)435-4159x7099,2025-03-08
P00493,1000000493,Michael,King,DO,CARD,Cardiology,LIC911982,ACTIVE,2026-06-01,075 Brett Garden Suite 476,Billymouth,IL,86931,658-802-9090,2025-01-12
P00494,1000000494,James,Harrison,PA,DERM,Dermatology,LIC714483,ACTIVE,2027-12-23,46558 Russell Junctions Apt. 548,South Juan,WA,11420,315.481.0213x125,2025-07-11
P00495,1000000495,Ashley,Young,PA,NEUR,Neurology,LIC930307,ACTIVE,2026-06-11,00591 Brandi Well,Welchmouth,GA,87655,391-202-3121,2025-03-11
P00496,1000000496,Ryan,Jennings,NP,NEUR,Neurology,LIC334081,ACTIVE,2027-12-26,16583 Roth Station,Jacobsburgh,NY,62001,590-372-8012x3428,2025-03-31
P00497,1000000497,Jacqueline,Jones,NP,ONC,Oncology,LIC233534,ACTIVE,2027-12-07,3269 Guzman Parkways,Jefferyview,CA,45689,001-838-304-4210x1750,2025-06-07
P00498,1000000498,Emily,Roach,DO,ONC,Oncology,LIC731650,ACTIVE,2026-02-03,15959 Ashley Stream Suite 757,Victorfort,FL,41588,+1-933-792-0567,2025-10-18
P00499,1000000499,Sandra,Mathis,NP,DERM,Dermatology,LIC881549,ACTIVE,2026-05-25,7722 Barnes Burg Apt. 562,Diazchester,IL,87240,(429)623-1067,2025-09-12
P00500,1000000500,Matthew,Smith,MD,NEUR,Neurology,LIC961574,ACTIVE,2027-10-14,48433 Lawson Parks Suite 627,West Suzanneland,IL,42874,001-679-442-3873x670,2025-03-27
